Approved Symbol	Entrez Gene ID
CASP10	843
CASP14	23581
CASP2	835
CASP3	836
CASP4	837
CASP5	838
CASP6	839
CASP7	840
CASP8	841
CASP8AP2	9994
CASP9	842
CASQ1	844
CASQ2	845
CASR	846
CAST	831
CAT	847
CATHL1L~withdrawn	
CATHLP~withdrawn	
CATR1	856
CAV~withdrawn	
CAV1	857
CAV2	858
CAV3	859
MICU1	10367
CBBM~withdrawn	
CBD~withdrawn	
CBFA1~withdrawn	
CBFA2~withdrawn	
RUNX1T1	862
CBFA2T2	9139
CBFA2T3	863
CBFA3~withdrawn	
CBFB	865
SERPINA6	866
CBL	867
CBLB	868
CBLN1	869
CBLN2	147381
CBP~withdrawn	
SERPINH1	871
SERPINH2~withdrawn	
CBR1	873
CBR3	874
CBS	875
CBX1	10951
CBX2	84733
CBX3	11335
CBX4	8535
CBX5	23468
CBX6	23466
CBX7	23492
CCA~withdrawn	
CCA1	
CCA2~withdrawn	
CCAL1	
CCAL2~withdrawn	
CCAT~withdrawn	
CCBL1	883
ACKR2	1238
CCD#~withdrawn	
CCD1~withdrawn	
CCIN	881
CCK	885
CCKAR	886
CCKBR	887
CCL~withdrawn	
KRIT1	889
C7orf22~withdrawn	
CCM3~withdrawn	
CCNA~withdrawn	
CCNA1	8900
CCNA2	890
CCNB1	891
CCNB2	9133
CCNC	892
CCND1	595
CCND2	894
CCND2P	895
CCND3	896
CCND3P	897
CCNDBP1	23582
CCNE~withdrawn	
CCNE1	898
CCNE2	9134
CCNF	899
CCNG1	900
CCNG2	901
CCNH	902
CCNI	10983
CCNK	8812
CCNL1~withdrawn	
CCNM~withdrawn	
CCNT1	904
CCNT2	905
CCO~withdrawn	
CCR1	1230
CCR2	729230
CCR3	1232
CCR4	1233
CCR5	1234
CCR6	1235
CCR7	1236
CCR8	1237
CCR9	10803
ACKR4	51554
CCRL2	
CCS	9973
CCT	
CCT2	10576
CCT3	7203
CCT4	10575
CCT5	22948
CCT6~withdrawn	
CCT6A	908
CCT6B	10693
CCT7	10574
CCT8	10694
CCV	
XCR1	2829
CD11B~withdrawn	
CD13~withdrawn	
CD14	929
CD15~withdrawn	
CD151	977
CD163	9332
CD164	8763
CD19	930
CD1A	909
CD1B	910
CD1C	911
CD1D	912
CD1E	913
CD2	914
CD20~withdrawn	
CD209	30835
CD20L~withdrawn	
CD22	933
CD23A~withdrawn	
CD24	100133941
CD24P1	935
CD24P2	936
CD24P3	937
CD24P4	938
CD26~withdrawn	
CD27LG~withdrawn	
CD28	940
CD28LG1~withdrawn	
CD28LG2~withdrawn	
CD2BP2	10421
CD30~withdrawn	
CD30LG~withdrawn	
CD33	945
CD33L1~withdrawn	
CD33L2~withdrawn	
CD34	947
CD36	948
SCARB1	949
SCARB2	950
CD37	
CD38	952
CD39~withdrawn	
CD39L1~withdrawn	
CD39L2~withdrawn	
CD39L3~withdrawn	
CD39L4~withdrawn	
CD3D	915
CD3E	916
CD3G	917
CD3W~withdrawn	
CD247	919
CD4	920
TNFRSF5~withdrawn	
TNFSF5~withdrawn	
CD44	960
CD47	961
CD48	962
CD49B~withdrawn	
CD5	921
CD53	963
CD57~withdrawn	
CD58	965
CD59	966
CD5L	922
CD6	923
CD63	
CD68	968
CD69	969
CD7	924
CD72	971
CD74	972
CD79A	
CD79B	
CD80	941
CD81	975
KAI1~withdrawn	
CD83	9308
CD84	8832
CD86	942
CD8A	925
CD8B	926
CD8BP	927
CD9	928
CD94~withdrawn	
CD97	976
CDA	978
CDAN1	146059
CDAN2~withdrawn	
CDAN3	
CDB2	
SEPT7	989
CDC14A	8556
CDC14B	8555
CDC16	8881
CDC18L~withdrawn	
CDK1	983
CDC20	991
CDC23	8697
CDC25A	993
CDC25B	994
CDC25C	995
CDC27	996
CDK11B	984
CDK11A	728642
CDC2L3~withdrawn	
CDC2L4~withdrawn	
CDK13	8621
CDC34	997
CDC37	11140
CDC42	998
CDC42BPA	8476
CDC42BPB	9578
CDC45	8318
CDC45L2~withdrawn	
CDC46~withdrawn	
LRBA	987
CDC5L	988
CDC6	990
CDC7	8317
CDCL1~withdrawn	
CDG1~withdrawn	
CDH1	999
CDH10	1008
CDH11	1009
CDH12	1010
CDH12P2	1011
CDH13	1012
CDH15	1013
CDH16	1014
CDH17	1015
CDH18	1016
CDH19	28513
CDH2	1000
CDH20	28316
CDH21~withdrawn	
CDH3	1001
CDH4	1002
CDH5	1003
CDH6	1004
CDH7	1005
CDH8	1006
CDH9	1007
CDIPT	10423
CDK10	8558
CDK2	1017
CDK3	1018
CDK4	1019
CDK5	1020
CDK5R1	8851
CDK5R2	8941
CDK6	1021
CDK7	1022
CDK8	1024
CDK9	1025
CDKL1	8814
CDKL2	8999
CDKN1~withdrawn	
CDKN1A	1026
CDKN1B	1027
CDKN1C	1028
CDKN2A	1029
CDKN2B	1030
CDKN2C	1031
CDKN2D	1032
CDKN3	1033
CDL1	
CDL2	
CDN1~withdrawn	
CDO1	1036
CDPX1~withdrawn	
CDPX2~withdrawn	
CDR1	1038
CDR2	1039
CDS1	1040
CDS2	8760
CDSN	1041
CDSP~withdrawn	
CD52	1043
CDX1	1044
CDX2	1045
CDX3~withdrawn	
CDX4	1046
CDY1	9085
CDY2A	9426
CDYL	9425
CDYP~withdrawn	
CEA~withdrawn	
CEACAM1	634
CEACAM3	1084
CEACAM4	1089
CEACAM5	1048
CEACAM6	4680
CEACAM7	1087
CEACAM8	1088
CEACAMP1	1090
CEACAMP10	1098
CEACAMP11	1086
CEACAMP2	1091
CEACAMP3	1092
CEACAMP4	1093
CEACAMP5	1085
CEACAMP6	1094
CEACAMP7	1095
CEACAMP8	1096
CEACAMP9	1097
CEAL1~withdrawn	
CEBPA	1050
CEBPB	1051
CEBPD	1052
CEBPE	1053
CEBPG	1054
CECR	
CECR1	51816
CECR2	27443
CECR3	27442
CECR5-AS1	100130717
CECR5	27440
CECR6	27439
CECR7	100130418
HSFY1P1	27437
CECR9	30847
CEL	1056
CELP	1057
CELSR1	9620
CENPA	1058
CENPB	1059
CENPC~withdrawn	
CENPC	1060
CENPCP1	1061
CENPE	1062
CENPF	1063
CNTRL	11064
CEP250	11190
CEPA	
CEPO~withdrawn	
CER1	9350
CES1	1066
CES2	8824
CES3	23491
CETN1	1068
CETN2	1069
CETN3	1070
CETP	1071
CF~withdrawn	
CFAG~withdrawn	
CFD1~withdrawn	
CFDP1	10428
CFL1	1072
CFL2	1073
CFLAR	8837
CFL1P5	1074
CFL1P2	391039
CFL1P3	100131874
CFL1P4	645980
CFM1	10167
CFM2	23727
CFNS~withdrawn	
CFTR	1080
CGA	1081
CGB	1082
CGF1	
CGGBP1	8545
CGM1~withdrawn	
CGM10~withdrawn	
CGM11~withdrawn	
CGM12~withdrawn	
CGM13~withdrawn	
CGM14~withdrawn	
CGM15~withdrawn	
CGM16~withdrawn	
CGM17~withdrawn	
CGM18~withdrawn	
CGM2~withdrawn	
CGM6~withdrawn	
CGM7~withdrawn	
CGM8~withdrawn	
CGM9~withdrawn	
CGS23~withdrawn	
CGT~withdrawn	
CH25H	9023
VPS13A	23230
CHAD	1101
CHAF1A	10036
CHAF1B	8208
CHAT	1103
RCC1	1104
RCBTB2	1102
CHD1	1105
CHD1L	9557
CHD2	1106
CHD3	1107
CHD4	1108
CHDR~withdrawn	
CHE1~withdrawn	
CHE2~withdrawn	
CHED1	
CHED2~withdrawn	
CHEK1	1111
CHEL1~withdrawn	
CHEL3~withdrawn	
FOXN3	1112
CHGA	1113
CHGB	1114
CHH~withdrawn	
CHI3L1	1116
CHI3L2	1117
CHIC1	53344
CHIC2	26511
CHIT1	1118
CHKA	1119
CHKB	1120
CHL1	10752
CHM	1121
CHML	1122
CHN~withdrawn	
CHN1	1123
CHN2	1124
CHR	1125
CHR39A~withdrawn	
CHR39B~withdrawn	
CHR39C~withdrawn	
CHRD	8646
CHRM1	1128
CHRM2	1129
CHRM3	1131
CHRM4	1132
CHRM5	
CHRNA1	1134
CHRNA2	
CHRNA3	
CHRNA4	1137
CHRNA5	1138
CHRNA7	1139
CHRNB1	1140
CHRNB2	1141
CHRNB3	1142
CHRNB4	1143
CHRND	1144
CHRNE	1145
CHRNG	1146
LYST	1130
CHST1	8534
CHST2	9435
CHST3	9469
CHST4	10164
CHST5	23563
CHUK	1147
VSX2	338917
CIDEA	1149
CIDEB	27141
CIDX~withdrawn	
CILD2~withdrawn	
CILP	8483
CIPO~withdrawn	
CIRBP	1153
CIRH1A	84916
CISH	1154
CIT	11113
CITED1	4435
CITED2	10370
CJD~withdrawn	
TBCB	1155
CKAP2	
CKB	1152
CKBE	
CKBP1	1157
CKM	1158
CKMT1B	1159
CKMT2	1160
CKN1~withdrawn	
CKN2~withdrawn	
CKS1BP7	137529
CKS2	1164
GREM1	26585
SCAR2	
SCAX1	
CLA3	
CLAPA1~withdrawn	
CLAPA2~withdrawn	
CLAPB1~withdrawn	
CLAPB2~withdrawn	
CLAPG1~withdrawn	
CLAPM1~withdrawn	
CLAPS1~withdrawn	
CLAPS2~withdrawn	
AP3S1	1176
CLC	1178
CLCA1	1179
CLCA2	9635
CLCA3P	9629
CLCA4	22802
CLCN1	1180
CLCN2	1181
CLCN3	
CLCN4	
CLCN5	1184
CLCN6	1185
CLCN7	1186
CLCNKA	
CLCNKB	1188
CLCNL1~withdrawn	
CLCNL2~withdrawn	
CLCS~withdrawn	
CLD~withdrawn	
CLDN1	9076
CLDN10	9071
CLDN12	9069
CLDN14	23562
CLDN15	24146
CLDN16	10686
CLDN17	26285
CLDN18	51208
CLDN19	149461
CLDN2	9075
CLDN20	49861
CLDN21~withdrawn	
CLDN22	53842
CLDN3	1365
CLDN4	1364
CLDN5	7122
CLDN6	9074
CLDN7	1366
CLDN8	9073
CLDN9	9080
CLEC3A	10143
CLEC2B	9976
CLEC5A	23601
CLG~withdrawn	
CLG1~withdrawn	
CLG4A~withdrawn	
CLG4B~withdrawn	
CLGI~withdrawn	
CLGN	1047
CLI~withdrawn	
CLIC1	1192
CLIC2	1193
CLIC3	9022
CLIC6	54102
CLIC1L~withdrawn	
PDLIM1	9124
CLK1	1195
CLK2	1196
CLK2P	1197
CLK3	1198
CLM~withdrawn	
TPP1	1200
CLN3	1201
CLN4~withdrawn	
CLN5	1203
CLN6	54982
CLN7~withdrawn	
CLN8	2055
CLNS1A	1207
CLNS1AP1	1204
CLOCK	9575
CLPA~withdrawn	
CLPP	8192
CLPS	1208
COTL1P1	27170
CLPTM1	1209
CLPX	10845
CLS~withdrawn	
CLTA	1211
CLTB	1212
CLTC	1213
CLTCL1	8218
CLTCL2~withdrawn	
CLU	1191
CLUL1	27098
CMA1	1215
CMAHP	8418
CMAR~withdrawn	
CMD1~withdrawn	
CMD1A~withdrawn	
CMD1B	
CMD1C	
CMD1D	
CMD1E~withdrawn	
CMD1F	
CMD1G~withdrawn	
CMD1H	
CMD1J~withdrawn	
CMD2A	1224
CMD3A~withdrawn	
CMDJ~withdrawn	
CMH1~withdrawn	
CMH2~withdrawn	
CMH3~withdrawn	
CMH4~withdrawn	
CMK~withdrawn	
CMKAR1~withdrawn	
CMKBR9~withdrawn	
CMKBRL1~withdrawn	
CMKLR1	1240
CMKRL1~withdrawn	
CMKRL2~withdrawn	
CMM	
CMOAT~withdrawn	
CMR1A	1245
CMR2A	1246
CMR3A	1247
CMT1A	
CMT1B~withdrawn	
CMT2A~withdrawn	
CMT2B	
CMT4A~withdrawn	
CMT4B~withdrawn	
SBF2	81846
CMTX1~withdrawn	
CMTX2	
CMTX3	
CNA1	1255
CNA2~withdrawn	
CNC	
CNCA1~withdrawn	
CNCA2~withdrawn	
CNCG1~withdrawn	
CNCG2~withdrawn	
CNCG3~withdrawn	
CNCG3L~withdrawn	
CNGA1	1259
CNGA2	1260
CNGA3	1261
CNGB1	1258
CNGA4	1262
CNGB3	54714
PLK3	1263
CNN1	1264
CNN2	1265
CNN3	1266
CNP	1267
CNR1	
CNR2	1269
CNRS1~withdrawn	
CNRS2~withdrawn	
PCDHA14	26307
CNRS4~withdrawn	
CNRS5~withdrawn	
CNRS6~withdrawn	
CNRS7~withdrawn	
CNRS8~withdrawn	
CNTF	1270
CNTFR	1271
CNTN1	1272
CNTN2	6900
CNTN3	5067
CNTN4	152330
CNTN5	53942
CNTN6	27255
CO~withdrawn	
COCA1~withdrawn	
COCA2~withdrawn	
COCH	1690
COD1~withdrawn	
COD2	
VPS13B	157680
COIL	8161
COL10A1	1300
COL11A1	1301
COL11A2	1302
COL12A1	1303
COL12A1L~withdrawn	
COL13A1	1305
COL14A1	7373
COL15A1	1306
COL16A1	1307
COL17A1	1308
COL18A1	80781
COL19A1	1310
COL1A1	1277
COL1A2	1278
COL1AR	1279
COL2A1	1280
COL3A1	1281
COL4A1	1282
COL4A2	1284
COL4A3	1285
COL4A3BP	10087
COL4A4	1286
COL4A5	1287
COL4A6	1288
COL5A1	1289
COL5A2	1290
COL6A1	1291
COL6A2	
COL6A3	1293
COL7A1	1294
COL8A1	1295
COL8A2	1296
COL9A1	1297
COL9A2	1298
COL9A3	1299
COLEC10	10584
MBL3P	50639
COLL6~withdrawn	
COLOT1~withdrawn	
COLQ	8292
COMP	1311
COMT	1312
COP	1313
COPA	1314
COPB1	1315
COPB2	9276
COPD~withdrawn	
COPE	11316
KLF6	1316
COPG1	22820
COPG2	26958
COPG2IT1	53844
COPS3	8533
COPS5	10987
COPT1~withdrawn	
COPT2~withdrawn	
COPZ1	22818
COQ7	10229
CORD1	
CORD2~withdrawn	
CORD4	
CORD5~withdrawn	
CORD6~withdrawn	
CORD7~withdrawn	
CORD8	
CORO1A	11151
CORO1B	57175
CORO1C	23603
CORO2A	7464
CORO2B	10391
CORT	1325
COT~withdrawn	
ENOX2	10495
COX10	1352
COX11	1353
COX11P1	140468
COX15	1355
COX17	10063
COX4I1	1327
COX4I1P1	122867
COX5A	9377
COX5AP1	9385
COX5B	1329
COX5BP1	1330
COX5BP2	1331
COX5BP3	1332
COX5BP4	1333
COX5BP5	100288440
COX5BP6	101234262
COX5BP7	1336
COX6A1	1337
COX6A1P1	1338
COX6A2	1339
COX6B1	1340
COX6B1P1	140603
COX6B1P2	1342
COX6B1P3	1343
COX6B1P4	100462850
COX6C	1345
COX6CP1	9384
COX7A1	1346
COX7A2	1347
COX7A2L	9167
COX7A2P2	1348
COX7B	1349
COX7C	1350
COX7CP1	9386
COX8A	1351
CP	1356
CPA1	1357
CPA2	1358
CPA3	1359
CPB1	1360
CPB2	1361
CPD	1362
CPD1~withdrawn	
CPE	1363
CPETR~withdrawn	
CPETR1~withdrawn	
CPETR2~withdrawn	
CPETRL2~withdrawn	
CPL1~withdrawn	
CPLX1	10815
CPLX2	10814
CPM	1368
CPN1	1369
CPN2	1370
CPNE1	8904
CPNE2	221184
CPNE3	8895
CPNE4	131034
CPNE5	57699
CPNE6	9362
CPNE7	27132
CPOX	1371
CPP	340451
CPS1	1373
CPSF1	29894
CPSF2	53981
CPSF3	51692
CPSF4	10898
CPT1A	1374
CPT1B	1375
CPT2	1376
CPX~withdrawn	
CPXCR1	53336
CPZ	8532
CR1	1378
CR1L	1379
CR2	1380
CR3A~withdrawn	
CRABP1	1381
CRABP2	1382
CRADD	8738
CRARF~withdrawn	
CRAT	1384
CRB1	23418
CRD~withdrawn	
CREB1	1385
CREB2~withdrawn	
CREB3	10488
CREBBP	1387
ATF6B	1388
CREBL2	1389
CREG1	8804
CREM	1390
CRFB4~withdrawn	
CRG	1391
CRH	1392
CRHBP	1393
CRHR1	1394
CRHR2	1395
CRIM1	51232
CRIP1	1396
CRIP2	1397
CRK	1398
CRKL	1399
CRLF1	9244
CRMP1	1400
CROT	54677
CRP	1401
CRPP1	171422
CRS	
MED14	9282
MED14P1	359791
MED23	9439
CRSP4~withdrawn	
CRSP5	10688
MED17	9440
MED26	9441
MED27	9442
MED7	9443
CRTAP	10491
HAPLN1	1404
CRTL2~withdrawn	
CRTM~withdrawn	
CRX	1406
CRY1	1407
CRY2	1408
CRYA1~withdrawn	
CRYA2~withdrawn	
CRYAA	1409
CRYAB	1410
CRYB1~withdrawn	
CRYB2A~withdrawn	
CRYB2B~withdrawn	
CRYB3~withdrawn	
CRYBA1	1411
CRYBA2	1412
CRYBA4	1413
CRYBB1	1414
CRYBB2	1415
CRYBB2P1	1416
CRYBB3	1417
CRYG1~withdrawn	
CRYG2~withdrawn	
CRYG3~withdrawn	
CRYG4~withdrawn	
CRYG5~withdrawn	
CRYG6~withdrawn	
CRYG8~withdrawn	
CRYGA	1418
CRYGB	1419
CRYGC	1420
CRYGD	1421
CRYGEP	200575
CRYGFP	1423
CRYGGP	1424
CRYGP1~withdrawn	
CRYGP2~withdrawn	
CRYGS	1427
CRYM	1428
CRYZ	1429
CRYZL1	9946
CRYZP1	1430
CS	1431
CSBP1~withdrawn	
CSBP2~withdrawn	
CSD1~withdrawn	
CSD2~withdrawn	
CSD3~withdrawn	
YBX3	8531
YBX3P1	440359
CSE	1433
CSE1L	1434
CSF1	1435
CSF1R	1436
CSF2	1437
CSF2RA	
CSF2RB	1439
CSF2RBP1	23772
CSF3	1440
CSF3R	1441
CSH1	1442
CSH2	1443
CSHL1	1444
CSHP1~withdrawn	
CSK	1445
CSN1S1	
CSN3	1448
CSN2	1447
CSNB1~withdrawn	
CSNB2~withdrawn	
CSNB4~withdrawn	
CSNK1A1	1452
CSNK1D	1453
CSNK1E	1454
CSNK1G1	53944
CSNK1G2	1455
CSNK1G3	1456
CSNK2A1	1457
CSNK2A3	283106
CSNK2A2	1459
CSNK2B	1460
CSNU3~withdrawn	
CSPB~withdrawn	
CSPG1~withdrawn	
VCAN	1462
NCAN	1463
CSPG4	1464
CSPG5	10675
SMC3	9126
CSRP1	1465
CSRP2	1466
CSRP2P	1467
CSRP3	8048
CST1	1469
CST2	1470
CST3	1471
CST4	1472
CST5	1473
CST6	1474
CST7	8530
CST8	10047
CSTA	1475
CSTB	1476
CSTF1	1477
CSTF2	1478
CSTF3	1479
CSTP1	1480
CSTP2	1481
NKX2-5	
CTAA1	
CTAA2	
CTAG1B	1485
CTAG2	30848
CTB~withdrawn	
CTBP1	1487
CTBP2	1488
CTBS	1486
CTD	1283
CTDP1	9150
CTF1	1489
CTGF	1490
CTH	1491
CTHM	
CTLA1~withdrawn	
CTLA3~withdrawn	
CTLA4	1493
CTLA8~withdrawn	
CTLN2~withdrawn	
CTM~withdrawn	
CTNNA1	1495
CTNNA2	1496
CTNNA3	29119
CTNNAL1	8727
CTNNA1P1	1498
CTNNB1	1499
CTNND1	1500
CTNND2	1501
CTNNG~withdrawn	
CTNS	1497
CTPS1	1503
CTPS2	56474
CTRB1	1504
CTRB2	440387
CTRC	11330
CTRL	1506
CTRN2~withdrawn	
CTS1	1507
CTSB	1508
CTSC	1075
CTSD	1509
CTSE	1510
CTSF	8722
CTSG	1511
CTSGL1~withdrawn	
CTSGL2~withdrawn	
CTSH	1512
CTSK	1513
CTSL	1514
CTSV	1515
CTSLP1	118945
CTSLP2	1517
CTSLP3	644021
CTSO	1519
CTSO1~withdrawn	
CTSO2~withdrawn	
CTSS	1520
CTSW	1521
CTSZ	1522
CUBN	8029
CELF1	10658
CELF2	10659
CUL1	8454
CUL2	8453
CUL3	8452
CUL4A	8451
CUL4B	8450
CUL5	8065
CUX1	1523
CX3CR1	1524
CXADR	1525
CXB3S	
CXCR4	
TMEM257	9142
TEX28	1527
CXorf3~withdrawn	
CXorf4~withdrawn	
CXorf4P~withdrawn	
OFD1	8481
MAMLD1	10046
FAM127A	8933
CYB5A	1528
CYB561	1534
CYB5AP1~withdrawn	
CYB5AP2	100128621
CYB5AP3	1531
CYB5AP4	1532
CYB5AP5	100289051
CYBA	1535
CYBB	1536
CYC1	1537
CYCSP41	360186
CYCSP42	343727
CYLC1	1538
CYLC2	1539
CYLD	1540
CYLD1~withdrawn	
CLIP2	7461
CYMD	
CYMP	643160
OFD1P18Y	10751
CYP11A1	1583
CYP11B1	
CYP11B2	1585
CYP17A1	1586
CYP19A1	
CYP1A1	1543
CYP1A2	1544
CYP1B1	1545
CYP21~withdrawn	
CYP21A1P	1590
CYP21A2	1589
CYP21P~withdrawn	
CYP24A1	
CYP26A1	
CYP27~withdrawn	
CYP27A1	1593
CYP27B1	1594
CYP2A	
CYP2A13	1553
CYP2A3~withdrawn	
CYP2A6	1548
CYP2A7	1549
CYP2A7P1	1550
CYP2A7P2~withdrawn	
CYP2B~withdrawn	
CYP2B6	1555
CYP2B7P1	1556
CYP2C~withdrawn	
CYP2C10~withdrawn	
CYP2C17~withdrawn	
CYP2C18	1562
CYP2C19	1557
CYP2C8	1558
CYP2C9	1559
CYP2D7P1	1564
CYP2D6	1565
CYP2D8P2~withdrawn	
CYP2D7P2~withdrawn	
CYP2D8P1	1568
CYP2DL1~withdrawn	
CYP2DP1~withdrawn	
CYP2E1	1571
CYP2F1	1572
CYP2G1P	22952
CYP2J2	1573
CYP3A	
CYP3A3~withdrawn	
CYP3A4	1576
CYP3A5	
CYP3A5P1~withdrawn	
CYP3A7	1551
CYP46A1	10858
CYP4A11	1579
CYP4A2~withdrawn	
CYP4B1	1580
CYP4F2	8529
CYP4F3	4051
CYP4F29P	54055
CYP4F8	11283
CYP51A1	1595
CYP7~withdrawn	
CYP7A1	1581
CYP7B1	9420
CYP8B1	1582
CYR61	3491
CYRN1~withdrawn	
CYRN2~withdrawn	
CYRP~withdrawn	
CZP1~withdrawn	
CZP2~withdrawn	
CZP3~withdrawn	
DAB1	1600
DAB2	1601
DACH1	1602
DAD1	1603
CD55	1604
DAG1	1605
DAGK1~withdrawn	
DAGK2~withdrawn	
DAGK3~withdrawn	
DAGK4~withdrawn	
DAO	1610
DAP	1611
DAP3	7818
DAPK1	1612
DAPK2	23604
DAPK3	1613
DAR~withdrawn	
DARS	1615
DAT1~withdrawn	
DIDO1	11083
DAXX	1616
DAZ1	1617
DAZAP1	26528
DAZAP2	9802
DAZL	1618
DAZLA~withdrawn	
BRINP1	1620
DBCCR1~withdrawn	
DBH	1621
DBI	1622
DBIP2	1623
DBIP1	1624
DBIL3~withdrawn	
DBIL4~withdrawn	
DBN1	1627
DBNL	28988
DBP	1628
DBT	1629
DDX3Y	8653
DCLK1	9201
DCC	1630
DCE	1631
ECI1	1632
DCK	1633
DCN	1634
DCOH~withdrawn	
ACE	1636
DCR	
DCT	1638
DCTD	1635
DCTN1	1639
DCTN2	10540
DCTN3	11258
DCX	1641
DDAH1	23576
DDAH2	23564
DDB1	1642
DDB2	1643
DDC	1644
ASAP1	50807
ASAP2	8853
DDH1~withdrawn	
DDH2~withdrawn	
DDIT1~withdrawn	
GADD45AP1	1648
DDIT3	1649
DDO	8528
DDOST	1650
DDPAC~withdrawn	
DDR1	780
DDR2	4921
DDT	1652
DDU	
DDX1	1653
DDX10	1662
DDX11	1663
DDX12P	440081
DHX15	1665
DHX16	8449
DDX17	10521
DDX18	8886
DDX19B	11269
DDX20	11218
DDX21	9188
DDX3X	1654
DDX5	1655
DDX6	1656
DDX7~withdrawn	
DHX8	1659
DHX9	1660
DHX9P1	1661
PIAS1	8554
DECR1	1666
DECR2	26063
DEDD	9191
DEF1~withdrawn	
DEF3~withdrawn	
DEF4~withdrawn	
DEF5~withdrawn	
DEF6	50619
DEFA1	1667
DEFA3	1668
DEFA4	1669
DEFA5	1670
DEFA6	1671
DEFB1	1672
DEFB4A	1673
DEK	7913
DENR	8562
DES	1674
CFD	1675
DFFA	1676
DFFB	1677
DFN1~withdrawn	
DFN2~withdrawn	
DFN3~withdrawn	
DFN4	
DFN5	1681
DFN6	
DFN7~withdrawn	
DFN8	
DFNA1~withdrawn	
DFNA10~withdrawn	
DFNA11~withdrawn	
DFNA12~withdrawn	
DFNA13~withdrawn	
DFNA14~withdrawn	
DFNA15~withdrawn	
DFNA16	
DFNA17~withdrawn	
DFNA19	
DFNA2~withdrawn	
DFNA20~withdrawn	
DFNA21	192644
DFNA23~withdrawn	
DFNA24	
DFNA26~withdrawn	
DFNA27	23722
GRHL2	79977
DFNA29	23720
DFNA3~withdrawn	
DFNA30	
DFNA31	
DFNA32	
DFNA33	29779
DFNA34	
DFNA35	94140
DFNA36~withdrawn	
DFNA4~withdrawn	
DFNA5	1687
DFNA6~withdrawn	
DFNA7	
DFNA8~withdrawn	
DFNA9~withdrawn	
DFNB1~withdrawn	
DFNB10~withdrawn	
DFNB11~withdrawn	
DFNB12~withdrawn	
DFNB13	
DFNB14	
DFNB15~withdrawn	
DFNB16~withdrawn	
DFNB17	
DFNB18~withdrawn	
DFNB19	
DFNB2~withdrawn	
DFNB20	
DFNB21~withdrawn	
DFNB23~withdrawn	
DFNB24~withdrawn	
DFNB25~withdrawn	
DFNB26	
DFNB27	
DFNB28~withdrawn	
DFNB3~withdrawn	
DFNB4~withdrawn	
DFNB5	
DFNB6~withdrawn	
DFNB7~withdrawn	
DFNB8~withdrawn	
DFNB9~withdrawn	
DFNM1	
DGAT1	8694
DGCR	
DGCR2	9993
DGCR6	8214
DGCR8	54487
DGI1~withdrawn	
DGKA	1606
DGKB	1607
DGKD	8527
DGKE	8526
DGKG	1608
DGKH	160851
DGKI	9162
DGKQ	1609
DGKZ	8525
DGUOK	1716
DHCR24	1718
DHCR7	1717
DHFR	1719
DHFRP1	573971
DHFRP2	729816
DHFRP4~withdrawn	
DHH	50846
DHLAG~withdrawn	
DHODH	1723
DHOF	
DHPS	1725
DHRD~withdrawn	
DHTR~withdrawn	
DI~withdrawn	
CYB5R3	1727
NQO1	1728
DIANPH	23771
DIAPH1	1729
DIAPH2	1730
DIC~withdrawn	
SEPT1	1731
DIFF6L~withdrawn	
DIH1	1732
DINB1~withdrawn	
DIO1	1733
DIO2	1734
DIO3	1735
DIR~withdrawn	
DIR3~withdrawn	
DISC1	27185
DISC2	27184
DKC1	1736
DKK1	22943
DKK2	27123
DKK3	27122
DKK4	27121
EDAR	10913
DLAT	1737
DLC1	10395
DLD	1738
DLEC1	9940
DLG1	1739
DLG2	1740
DLG3	1741
DLG4	1742
DLG5	9231
DLGAP1	9229
DLGAP2	9228
DLK1	8788
DLL1	28514
DLL3	10683
DLL4	54567
DLST	1743
DLSTP1	1744
DLTA~withdrawn	
DLX1	1745
DLX2	1746
DLX3	1747
DLX4	
DLX5	1749
DLX6	1750
DLX7~withdrawn	
DLX9~withdrawn	
DM~withdrawn	
DM1	
DM2~withdrawn	
DMAHP~withdrawn	
DMBT1	1755
DMC1	11144
DMD	1756
DMDA1~withdrawn	
DMDL~withdrawn	
DMGDHL1~withdrawn	
DMP1	1758
DMPK	1760
DMRT1	1761
DMRT2	10655
DMWD	1762
DMXL1	1657
DMXL2	23312
DNA2	1763
DNAH1	25981
DNAH10	196385
DNAH11	8701
DNAH12	201625
DNAH13~withdrawn	
DNAH14	127602
DNAH17	8632
DNAH17L~withdrawn	
DNAH2	146754
DNAH3	55567
DNAH5	1767
DNAH6	1768
DNAH8	1769
DNAH9	1770
DNAI1	27019
DNAL4	10126
DNASE1	1773
DNASE1L1	1774
DNASE1L2	1775
DNASE1L3	1776
DNASE2	1777
DYNC1H1	1778
DYNC2H1	79659
DYNC1I1	1780
DYNC1I2	1781
DNCL~withdrawn	
DYNC1LI2	1783
DNCM~withdrawn	
DNECL~withdrawn	
DNL1~withdrawn	
DNL1L~withdrawn	
DNL2~withdrawn	
DNM1	1759
DNM1L	10059
DNM2	1785
DNMT~withdrawn	
DNMT1	1786
TRDMT1	1787
DNMT3A	1788
DNMT3B	1789
DNMT3L	29947
DNPEP	23549
DNS~withdrawn	
DNTT	1791
DO~withdrawn	
DOC2A	8448
DOC2B	8447
DOCK1	1793
DOCK2	1794
DOCK3	1795
DOK1	1796
DOK2	9046
DXO	1797
DONSON	29980
