name,disease,mnemonic,diseaseName
"GLIS2",http://purl.uniprot.org/diseases/807,"NPHP7","An autosomal recessive disorder resulting in end-stage renal disease during childhood or adolescence. It is a progressive tubulo-interstitial kidney disorder histologically characterized by modifications of the tubules with thickening of the basement membrane, interstitial fibrosis and, in the advanced stages, medullary cysts."
"NEK8",http://purl.uniprot.org/diseases/3050,"NPHP9","An autosomal recessive disorder resulting in end-stage renal disease. It is a progressive tubulo-interstitial kidney disorder histologically characterized by modifications of the tubules with thickening of the basement membrane, interstitial fibrosis and, in the advanced stages, medullary cysts."
"TMEM67",http://purl.uniprot.org/diseases/2898,"NPHP11","A disorder characterized by the association of nephronophthisis with hepatic fibrosis. Nephronophthisis is a progressive tubulo-interstitial kidney disorder histologically characterized by modifications of the tubules with thickening of the basement membrane, interstitial fibrosis and, in the advanced stages, medullary cysts. Typical clinical features are chronic renal failure, anemia, polyuria, polydipsia, isosthenuria, and growth retardation. Associations with extrarenal symptoms, especially ocular lesions, are frequent."
"TTC21B",http://purl.uniprot.org/diseases/3051,"NPHP12","An autosomal recessive disorder resulting in end-stage renal disease. It is a progressive tubulo-interstitial kidney disorder histologically characterized by modifications of the tubules with thickening of the basement membrane, interstitial fibrosis and, in the advanced stages, medullary cysts. Some patients manifest extra-renal features including retinal, skeletal and central nervous system defects."
"WDR19",http://purl.uniprot.org/diseases/3326,"NPHP13","An autosomal recessive disorder resulting in end-stage renal disease. It is a progressive tubulo-interstitial kidney disorder histologically characterized by modifications of the tubules with thickening of the basement membrane, interstitial fibrosis and, in the advanced stages, medullary cysts."
"ZNF423",http://purl.uniprot.org/diseases/3547,"NPHP14","An autosomal recessive disorder manifesting as infantile-onset kidney disease, cerebellar vermis hypoplasia, and situs inversus. Nephronophthisis is a progressive tubulo-interstitial kidney disorder histologically characterized by modifications of the tubules with thickening of the basement membrane, interstitial fibrosis and, in the advanced stages, medullary cysts."
"CEP164",http://purl.uniprot.org/diseases/3538,"NPHP15","An autosomal recessive disorder characterized by the association of nephronophthisis with Leber congenital amaurosis and retinal degeneration, often resulting in blindness during childhood. Additional features include seizures, cerebellar vermis hypoplasia, facial dysmorphism, bronchiectasis and liver failure. Nephronophthisis is a chronic tubulo-interstitial nephritis that progresses to end-stage renal failure."
"CD151",http://purl.uniprot.org/diseases/808,"NPEBD","A disorder characterized by the association of hereditary nephritis, epidermolysis bullosa, deafness, and beta-thalassemia minor."
"NPHS1",http://purl.uniprot.org/diseases/1414,"NPHS1","A form of nephrotic syndrome, a renal disease clinically characterized by severe proteinuria, resulting in complications such as hypoalbuminemia, hyperlipidemia and edema. Kidney biopsies show non-specific histologic changes such as focal segmental glomerulosclerosis and diffuse mesangial proliferation. Some affected individuals have an inherited steroid-resistant form and progress to end-stage renal failure."
"NPHS2",http://purl.uniprot.org/diseases/1260,"NPHS2","A form of nephrotic syndrome, a renal disease clinically characterized by severe proteinuria, resulting in complications such as hypoalbuminemia, hyperlipidemia and edema. Kidney biopsies show non-specific histologic changes such as focal segmental glomerulosclerosis and diffuse mesangial proliferation. The disorder is resistant to steroid treatment and progresses to end-stage renal failure in the first or second decades. Some patients show later onset of the disorder."
"PLCE1",http://purl.uniprot.org/diseases/2041,"NPHS3","A form of nephrotic syndrome, a renal disease clinically characterized by severe proteinuria, resulting in complications such as hypoalbuminemia, hyperlipidemia and edema. Kidney biopsies show non-specific histologic changes such as focal segmental glomerulosclerosis and diffuse mesangial proliferation. Some affected individuals have an inherited steroid-resistant form and progress to end-stage renal failure. Most patients with NPHS3 show diffuse mesangial sclerosis on renal biopsy, which is a pathologic entity characterized by mesangial matrix expansion with no mesangial hypercellularity, hypertrophy of the podocytes, vacuolized podocytes, thickened basement membranes, and diminished patency of the capillary lumen."
"WT1",http://purl.uniprot.org/diseases/1838,"NPHS4","A form of nephrotic syndrome, a renal disease clinically characterized by severe proteinuria, resulting in complications such as hypoalbuminemia, hyperlipidemia and edema. Kidney biopsies show non-specific histologic changes such as focal segmental glomerulosclerosis and diffuse mesangial proliferation. Some affected individuals have an inherited steroid-resistant form and progress to end-stage renal failure. Most patients with NPHS4 show diffuse mesangial sclerosis on renal biopsy, which is a pathologic entity characterized by mesangial matrix expansion with no mesangial hypercellularity, hypertrophy of the podocytes, vacuolized podocytes, thickened basement membranes, and diminished patency of the capillary lumen."
"LAMB2",http://purl.uniprot.org/diseases/3237,"NPHS5","A form of nephrotic syndrome, a renal disease clinically characterized by severe proteinuria, resulting in complications such as hypoalbuminemia, hyperlipidemia and edema. Kidney biopsies show non-specific histologic changes such as focal segmental glomerulosclerosis and diffuse mesangial proliferation. Some affected individuals have an inherited steroid-resistant form and progress to end-stage renal failure. NPHS5 is characterized by very early onset of progressive renal failure. A subset of patients may develop mild ocular anomalies, such as myopia, nystagmus, and strabismus."
"PTPRO",http://purl.uniprot.org/diseases/3238,"NPHS6","A form of nephrotic syndrome, a renal disease clinically characterized by severe proteinuria, resulting in complications such as hypoalbuminemia, hyperlipidemia and edema. Kidney biopsies show non-specific histologic changes such as focal segmental glomerulosclerosis and diffuse mesangial proliferation. Some affected individuals have an inherited steroid-resistant form and progress to end-stage renal failure."
"DGKE",http://purl.uniprot.org/diseases/3666,"NPHS7","A form of nephrotic syndrome, a renal disease clinically characterized by severe proteinuria, resulting in complications such as hypoalbuminemia, hyperlipidemia and edema. NPHS7 is an autosomal recessive form characterized by onset of proteinuria usually in the first decade of life. The disorder is progressive, and some patients develop end-stage renal disease within several years. Renal biopsy typically shows membranoproliferative glomerulonephritis."
"BANF1",http://purl.uniprot.org/diseases/3175,"NGPS","An atypical progeroid syndrome characterized by normal development in the first years of life, later followed by the emergence of generalized lipoatrophy, severe osteoporosis, and marked osteolysis. The atrophic facial subcutaneous fat pad and the marked osteolysis of the maxilla and mandible result in a typical pseudosenile facial appearance with micrognathia, prominent subcutaneous venous patterning, a convex nasal ridge, and proptosis. Cognitive development is completely normal. Patients do not have cardiovascular dysfunction, atherosclerosis, or metabolic anomalies."
"SPINK5",http://purl.uniprot.org/diseases/809,"NETH","An autosomal recessive congenital ichthyosis associated with hair shaft abnormalities and anomalies of the immune system. Typical features are ichthyosis linearis circumflexa, ichthyosiform erythroderma, trichorrhexis invaginata (bamboo hair), atopic dermatitis, and hayfever. High postnatal mortality is due to failure to thrive, infections and hypernatremic dehydration."
"DACT1",http://purl.uniprot.org/diseases/2042,"NTD","Congenital malformations of the central nervous system and adjacent structures related to defective neural tube closure during the first trimester of pregnancy. Failure of neural tube closure can occur at any level of the embryonic axis. Common NTD forms include anencephaly, myelomeningocele and spina bifida, which result from the failure of fusion in the cranial and spinal region of the neural tube. NTDs have a multifactorial etiology encompassing both genetic and environmental components."
"T",http://purl.uniprot.org/diseases/2042,"NTD","Congenital malformations of the central nervous system and adjacent structures related to defective neural tube closure during the first trimester of pregnancy. Failure of neural tube closure can occur at any level of the embryonic axis. Common NTD forms include anencephaly, myelomeningocele and spina bifida, which result from the failure of fusion in the cranial and spinal region of the neural tube. NTDs have a multifactorial etiology encompassing both genetic and environmental components."
"PRICKLE1",http://purl.uniprot.org/diseases/2042,"NTD","Congenital malformations of the central nervous system and adjacent structures related to defective neural tube closure during the first trimester of pregnancy. Failure of neural tube closure can occur at any level of the embryonic axis. Common NTD forms include anencephaly, myelomeningocele and spina bifida, which result from the failure of fusion in the cranial and spinal region of the neural tube. NTDs have a multifactorial etiology encompassing both genetic and environmental components."
"CELSR1",http://purl.uniprot.org/diseases/2042,"NTD","Congenital malformations of the central nervous system and adjacent structures related to defective neural tube closure during the first trimester of pregnancy. Failure of neural tube closure can occur at any level of the embryonic axis. Common NTD forms include anencephaly, myelomeningocele and spina bifida, which result from the failure of fusion in the cranial and spinal region of the neural tube. NTDs have a multifactorial etiology encompassing both genetic and environmental components."
"VANGL1",http://purl.uniprot.org/diseases/2042,"NTD","Congenital malformations of the central nervous system and adjacent structures related to defective neural tube closure during the first trimester of pregnancy. Failure of neural tube closure can occur at any level of the embryonic axis. Common NTD forms include anencephaly, myelomeningocele and spina bifida, which result from the failure of fusion in the cranial and spinal region of the neural tube. NTDs have a multifactorial etiology encompassing both genetic and environmental components."
"SCRIB",http://purl.uniprot.org/diseases/2042,"NTD","Congenital malformations of the central nervous system and adjacent structures related to defective neural tube closure during the first trimester of pregnancy. Failure of neural tube closure can occur at any level of the embryonic axis. Common NTD forms include anencephaly, myelomeningocele and spina bifida, which result from the failure of fusion in the cranial and spinal region of the neural tube. NTDs have a multifactorial etiology encompassing both genetic and environmental components."
"VANGL2",http://purl.uniprot.org/diseases/2042,"NTD","Congenital malformations of the central nervous system and adjacent structures related to defective neural tube closure during the first trimester of pregnancy. Failure of neural tube closure can occur at any level of the embryonic axis. Common NTD forms include anencephaly, myelomeningocele and spina bifida, which result from the failure of fusion in the cranial and spinal region of the neural tube. NTDs have a multifactorial etiology encompassing both genetic and environmental components."
"KIF1B",http://purl.uniprot.org/diseases/2633,"NBLST1","A common neoplasm of early childhood arising from embryonic cells that form the primitive neural crest and give rise to the adrenal medulla and the sympathetic nervous system."
"PHOX2B",http://purl.uniprot.org/diseases/2631,"NBLST2","A common neoplasm of early childhood arising from embryonic cells that form the primitive neural crest and give rise to the adrenal medulla and the sympathetic nervous system."
"ALK",http://purl.uniprot.org/diseases/2632,"NBLST3","A common neoplasm of early childhood arising from embryonic cells that form the primitive neural crest and give rise to the adrenal medulla and the sympathetic nervous system."
"FOLR1",http://purl.uniprot.org/diseases/2630,"NCFTD","A neurodegenerative disorder resulting from brain-specific folate deficiency early in life. Onset is apparent in late infancy with severe developmental regression, movement disturbances, epilepsy and leukodystrophy."
"PANK2",http://purl.uniprot.org/diseases/2126,"NBIA1","Autosomal recessive neurodegenerative disorder associated with iron accumulation in the brain, primarily in the basal ganglia. Clinical manifestations include progressive muscle spasticity, hyperreflexia, muscle rigidity, dystonia, dysarthria, and intellectual deterioration which progresses to severe dementia over several years. It is clinically classified into classic, atypical, and intermediate phenotypes. Classic forms present with onset in first decade, rapid progression, loss of independent ambulation within 15 years. Atypical forms have onset in second decade, slow progression, maintenance of independent ambulation up to 40 years later. Intermediate forms manifest onset in first decade with slow progression or onset in second decade with rapid progression. Patients with early onset tend to also develop pigmentary retinopathy, whereas those with later onset tend to also have speech disorders and psychiatric features. All patients have the 'eye of the tiger' sign on brain MRI."
"PLA2G6",http://purl.uniprot.org/diseases/1819,"NBIA2A","A neurodegenerative disease characterized by pathologic axonal swelling and spheroid bodies in the central nervous system. Onset is within the first 2 years of life with death by age 10 years."
"PLA2G6",http://purl.uniprot.org/diseases/2043,"NBIA2B","A neurodegenerative disorder associated with iron accumulation in the brain, primarily in the basal ganglia. It is characterized by progressive extrapyramidal dysfunction leading to rigidity, dystonia, dysarthria and sensorimotor impairment."
"FTL",http://purl.uniprot.org/diseases/2044,"NBIA3","A neurodegenerative disorder associated with iron accumulation in the brain, primarily in the basal ganglia. It is characterized by a variety of neurological signs including parkinsonism, ataxia, corticospinal signs, mild non-progressive cognitive deficit and episodic psychosis. It is linked with decreased serum ferritin levels."
"C19orf12",http://purl.uniprot.org/diseases/3284,"NBIA4","A neurodegenerative disorder associated with iron accumulation in the brain, primarily in the basal ganglia. NBIA4 results in speech difficulty, extrapyramidal signs, oromandibular and generalized dystonia, and parkinsonism. Most patients have progressive involvement of the corticospinal tract, with spasticity, hyperreflexia, and extensor plantar responses."
"NF1",http://purl.uniprot.org/diseases/2396,"NF1","A disease characterized by patches of skin pigmentation (cafe-au-lait spots), Lisch nodules of the iris, tumors in the peripheral nervous system and fibromatous skin tumors. Individuals with the disorder have increased susceptibility to the development of benign and malignant tumors."
"SPRED1",http://purl.uniprot.org/diseases/2046,"NFLS","A disorder characterized mainly by cafe au lait macules without neurofibromas or other tumor manifestations of neurofibromatosis type 1, axillary freckling, and macrocephaly. Additional clinical manifestations include Noonan-like facial dysmorphism, lipomas, learning disabilities and attention deficit-hyperactivity."
"HINT1",http://purl.uniprot.org/diseases/3603,"NMAN","An autosomal recessive neurologic disorder characterized by onset in the first or second decade of a peripheral axonal neuropathy predominantly affecting motor more than sensory nerves. The axonal neuropathy is reminiscent of Charcot-Marie-Tooth disease type 2 and distal hereditary motor neuropathy. Individuals with NMAN also have delayed muscle relaxation and action myotonia associated with neuromyotonic discharges on needle EMG resulting from hyperexcitability of the peripheral nerves."
"PPT1",http://purl.uniprot.org/diseases/810,"CLN1","A form of neuronal ceroid lipofuscinosis with variable age at onset. Infantile, late-infantile, juvenile, and adult onset have been reported. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. The lipopigment pattern seen most often in CLN1 is referred to as granular osmiophilic deposits (GROD)."
"TPP1",http://purl.uniprot.org/diseases/811,"CLN2","A form of neuronal ceroid lipofuscinosis. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. The lipopigment pattern seen most often in CLN2 consists of curvilinear profiles."
"CLN3",http://purl.uniprot.org/diseases/812,"CLN3","A form of neuronal ceroid lipofuscinosis. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. The hallmark of CLN3 is the ultrastructural pattern of lipopigment with a fingerprint profile, which can have 3 different appearances: pure within a lysosomal residual body; in conjunction with curvilinear or rectilinear profiles; and as a small component within large membrane-bound lysosomal vacuoles. The combination of fingerprint profiles within lysosomal vacuoles is a regular feature of blood lymphocytes from patients with neuronal ceroid lipofuscinosis type 3."
"CLN6",http://purl.uniprot.org/diseases/3163,"CLN4A","An adult-onset neuronal ceroid lipofuscinosis. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. CLN4A has no visual involvement and is characterized by progressive myoclonic epilepsy."
"DNAJC5",http://purl.uniprot.org/diseases/3226,"CLN4B","An adult-onset neuronal ceroid lipofuscinosis. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. CLN4B has no visual involvement and is characterized by seizures and other neurologic symptoms."
"CLN5",http://purl.uniprot.org/diseases/813,"CLN5","A form of neuronal ceroid lipofuscinosis. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. The lipopigment patterns observed most often in neuronal ceroid lipofuscinosis type 5 comprise mixed combinations of granular, curvilinear, and fingerprint profiles."
"CLN6",http://purl.uniprot.org/diseases/814,"CLN6","A form of neuronal ceroid lipofuscinosis. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. The lipopigment patterns observed most often in neuronal ceroid lipofuscinosis type 6 comprise mixed combinations of granular, curvilinear, and fingerprint profiles."
"MFSD8",http://purl.uniprot.org/diseases/815,"CLN7","A form of neuronal ceroid lipofuscinosis with onset in early childhood. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. The lipopigment patterns observed most often in neuronal ceroid lipofuscinosis type 7 comprise mixed combinations of granular, curvilinear, fingerprint, and rectilinear profiles."
"CLN8",http://purl.uniprot.org/diseases/816,"CLN8","A form of neuronal ceroid lipofuscinosis with onset in childhood. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy. The lipopigment patterns observed most often in neuronal ceroid lipofuscinosis type 8 comprise mixed combinations of granular, curvilinear, and fingerprint profiles."
"CLN8",http://purl.uniprot.org/diseases/817,"CLN8NE","A form of neuronal ceroid lipofuscinosis clinically characterized by epilepsy that presents between 5 and 10 years of age with frequent tonic-clonic seizures followed by progressive mental retardation. Visual loss is not a prominent feature. Intracellular accumulation of autofluorescent material results in curvilinear and granular profiles on ultrastructural analysis."
"CTSD",http://purl.uniprot.org/diseases/818,"CLN10","A form of neuronal ceroid lipofuscinosis with onset at birth or early childhood. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material, and clinically by seizures, dementia, visual loss, and/or cerebral atrophy."
"GRN",http://purl.uniprot.org/diseases/3493,"CLN11","A form of neuronal ceroid lipofuscinosis characterized by rapidly progressive visual loss due to retinal dystrophy, seizures, cerebellar ataxia, and cerebellar atrophy. Cognitive decline may also occur. Neuronal ceroid lipofuscinoses are progressive neurodegenerative, lysosomal storage diseases characterized by intracellular accumulation of autofluorescent liposomal material."
"HSPB8",http://purl.uniprot.org/diseases/400,"HMN2A","A neuromuscular disorder. Distal hereditary motor neuronopathies constitute a heterogeneous group of neuromuscular disorders caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs."
"HSPB1",http://purl.uniprot.org/diseases/401,"HMN2B","A neuromuscular disorder. Distal hereditary motor neuronopathies constitute a heterogeneous group of neuromuscular disorders caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs."
"HSPB3",http://purl.uniprot.org/diseases/2769,"HMN2C","A neuromuscular disorder. Distal hereditary motor neuronopathies constitute a heterogeneous group of neuromuscular disorders caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs."
"BSCL2",http://purl.uniprot.org/diseases/402,"HMN5A","A disorder characterized by distal muscular atrophy mainly affecting the upper extremities, in contrast to other distal motor neuronopathies. These constitute a heterogeneous group of neuromuscular diseases caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs."
"GARS",http://purl.uniprot.org/diseases/402,"HMN5A","A disorder characterized by distal muscular atrophy mainly affecting the upper extremities, in contrast to other distal motor neuronopathies. These constitute a heterogeneous group of neuromuscular diseases caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs."
"REEP1",http://purl.uniprot.org/diseases/3508,"HMN5B","A disorder characterized by distal muscular atrophy mainly affecting the upper extremities, in contrast to other distal motor neuronopathies. These constitute a heterogeneous group of neuromuscular diseases caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs. HMN5B is characterized by onset in the first or second decade of distal muscle weakness and atrophy, primarily affecting the intrinsic hand muscles, but also affecting the lower legs, resulting in abnormal gait and pes cavus."
"IGHMBP2",http://purl.uniprot.org/diseases/403,"HMN6","A neuromuscular disorder. Distal hereditary motor neuronopathies constitute a heterogeneous group of neuromuscular disorders caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs."
"SLC5A7",http://purl.uniprot.org/diseases/3689,"HMN7A","A neuromuscular disorder. Distal hereditary motor neuronopathies constitute a heterogeneous group of neuromuscular disorders caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs. HMN7A is characterized by onset in the second decade of progressive distal muscle wasting and weakness affecting the upper and lower limbs and resulting in walking difficulties and hand grip. There is significant muscle atrophy of the hands and lower limbs. The disorder is associated with vocal cord paresis due to involvement of the tenth cranial nerve."
"DCTN1",http://purl.uniprot.org/diseases/404,"HMN7B","A neuromuscular disorder. Distal hereditary motor neuronopathies constitute a heterogeneous group of neuromuscular disorders caused by selective degeneration of motor neurons in the anterior horn of the spinal cord, without sensory deficit in the posterior horn. The overall clinical picture consists of a classical distal muscular atrophy syndrome in the legs without clinical sensory loss. The disease starts with weakness and wasting of distal muscles of the anterior tibial and peroneal compartments of the legs. Later on, weakness and atrophy may expand to the proximal muscles of the lower limbs and/or to the distal upper limbs."
"MT-ATP6",http://purl.uniprot.org/diseases/2048,"NARP","A syndrome characterized by variable combination of developmental delay, psychomotor retardation, hearing loss, optic atrophy and retinitis pigmentosa, dementia, seizures, ataxia, proximal neurogenic muscle weakness, and sensory neuropathy."
"EGR2",http://purl.uniprot.org/diseases/358,"CHN","A severe degenerating neuropathy that results from a congenital impairment in myelin formation. It is clinically characterized by early onset of hypotonia, areflexia, distal muscle weakness, and very slow nerve conduction velocities (as low as 3m/s). Some patients manifest nearly complete absence of spontaneous limb movements, respiratory distress at birth, and complete absence of myelin shown by electron microscopy of peripheral nerves. Inheritance can be autosomal dominant or recessive."
"MPZ",http://purl.uniprot.org/diseases/358,"CHN","A severe degenerating neuropathy that results from a congenital impairment in myelin formation. It is clinically characterized by early onset of hypotonia, areflexia, distal muscle weakness, and very slow nerve conduction velocities (as low as 3m/s). Some patients manifest nearly complete absence of spontaneous limb movements, respiratory distress at birth, and complete absence of myelin shown by electron microscopy of peripheral nerves. Inheritance can be autosomal dominant or recessive."
"ELANE",http://purl.uniprot.org/diseases/1225,"SCN1","A disorder of hematopoiesis characterized by maturation arrest of granulopoiesis at the level of promyelocytes with peripheral blood absolute neutrophil counts below 0.5 x 10(9)/l and early onset of severe bacterial infections."
"GFI1",http://purl.uniprot.org/diseases/1226,"SCN2","A disorder of hematopoiesis characterized by maturation arrest of granulopoiesis at the level of promyelocytes with peripheral blood absolute neutrophil counts below 0.5 x 10(9)/l and early onset of severe bacterial infections."
"HAX1",http://purl.uniprot.org/diseases/1257,"SCN3","A disorder of hematopoiesis characterized by maturation arrest of granulopoiesis at the level of promyelocytes with peripheral blood absolute neutrophil counts below 0.5 x 10(9)/l and early onset of severe bacterial infections. Some patients affected by severe congenital neutropenia type 3 have neurological manifestations such as psychomotor retardation and seizures."
"G6PC3",http://purl.uniprot.org/diseases/1258,"SCN4","A disorder of hematopoiesis characterized by maturation arrest of granulopoiesis at the level of promyelocytes with peripheral blood absolute neutrophil counts below 0.5 x 10(9)/l and early onset of severe bacterial infections."
"WAS",http://purl.uniprot.org/diseases/2457,"XLN","A disorder of hematopoiesis characterized by maturation arrest of granulopoiesis at the level of promyelocytes with peripheral blood absolute neutrophil counts below 0.5 x 10(9)/l and early onset of severe bacterial infections."
"RAC2",http://purl.uniprot.org/diseases/2051,"NEUID","An immunodeficiency syndrome due to defective neutrophils. Affected individuals present with leukocytosis, neutrophilia, severe recurrent bacterial infections and poor wound healing."
"SMARCA2",http://purl.uniprot.org/diseases/3463,"NCBRS","A rare disorder characterized by severe mental retardation with absent or limited speech, seizures, short stature, sparse hair, typical facial characteristics, brachydactyly, prominent finger joints and broad distal phalanges. Some of the features are progressive with time."
"SMPD1",http://purl.uniprot.org/diseases/2053,"NPDA","An early-onset lysosomal storage disorder caused by failure to hydrolyze sphingomyelin to ceramide. It results in the accumulation of sphingomyelin and other metabolically related lipids in reticuloendothelial and other cell types throughout the body, leading to cell death. Niemann-Pick disease type A is a primarily neurodegenerative disorder characterized by onset within the first year of life, mental retardation, digestive disorders, failure to thrive, major hepatosplenomegaly, and severe neurologic symptoms. The severe neurological disorders and pulmonary infections lead to an early death, often around the age of four. Clinical features are variable. A phenotypic continuum exists between type A (basic neurovisceral) and type B (purely visceral) forms of Niemann-Pick disease, and the intermediate types encompass a cluster of variants combining clinical features of both types A and B."
"SMPD1",http://purl.uniprot.org/diseases/2054,"NPDB","A late-onset lysosomal storage disorder caused by failure to hydrolyze sphingomyelin to ceramide. It results in the accumulation of sphingomyelin and other metabolically related lipids in reticuloendothelial and other cell types throughout the body, leading to cell death. Clinical signs involve only visceral organs. The most constant sign is hepatosplenomegaly which can be associated with pulmonary symptoms. Patients remain free of neurologic manifestations. However, a phenotypic continuum exists between type A (basic neurovisceral) and type B (purely visceral) forms of Niemann-Pick disease, and the intermediate types encompass a cluster of variants combining clinical features of both types A and B. In Niemann-Pick disease type B, onset of the first symptoms occurs in early childhood and patients can survive into adulthood."
"NPC1",http://purl.uniprot.org/diseases/2055,"NPC1","A lysosomal storage disorder that affects the viscera and the central nervous system. It is due to defective intracellular processing and transport of low-density lipoprotein derived cholesterol. It causes accumulation of cholesterol in lysosomes, with delayed induction of cholesterol homeostatic reactions. Niemann-Pick disease type C1 has a highly variable clinical phenotype. Clinical features include variable hepatosplenomegaly and severe progressive neurological dysfunction such as ataxia, dystonia and dementia. The age of onset can vary from infancy to late adulthood. An allelic variant of Niemann-Pick disease type C1 is found in people with Nova Scotia ancestry. Patients with the Nova Scotian clinical variant are less severely affected."
"NPC2",http://purl.uniprot.org/diseases/2056,"NPDC2","A lysosomal storage disorder that affects the viscera and the central nervous system. It is due to defective intracellular processing and transport of low-density lipoprotein derived cholesterol. It causes accumulation of cholesterol in lysosomes, with delayed induction of cholesterol homeostatic reactions. Niemann-Pick disease type C2 has a highly variable clinical phenotype. Clinical features include variable hepatosplenomegaly and severe progressive neurological dysfunction such as ataxia, dystonia and dementia. The age of onset can vary from infancy to late adulthood."
"NYX",http://purl.uniprot.org/diseases/375,"CSNB1A","A non-progressive retinal disorder characterized by impaired night vision. Congenital stationary night blindness type 1A is characterized by impaired scotopic vision, myopia, hyperopia, nystagmus and reduced visual acuity."
